gene,category,rationale,single_gene_panel_note,exclude_recommended,detection_pct_0041323,detection_pct_0041326,n_cells_0041323,n_cells_0041326,log2_detection_ratio_326_over_323,gene_id,full_name,location,cell_type,cellchat_pathway
IRS2,,,,no,3.409,5.046,39043,58963,0.566,ENSG00000185950,Insulin receptor substrate 2 (IRS-2),Cytoplasm,salivary gland cell,
KIF20A,,,,no,0.23,0.163,2638,1902,-0.501,ENSG00000112984,Kinesin-like protein KIF20A (GG10_2) (Mitotic kinesin-like protein 2) (MKlp2) (Rab6-interacting kinesin-like protein) (Rabkinesin-6),Golgi apparatus,,
KIF2A,,,,no,7.998,7.198,91604,84110,-0.152,ENSG00000068796,Kinesin-like protein KIF2A (Kinesin-2) (hK2),Cytoplasm,platelet;megakaryocyte-erythroid progenitor cell;megakaryocyte;retinal cone cell,
LDHA,,,,no,45.962,37.219,526404,434893,-0.304,ENSG00000134333,L-lactate dehydrogenase A chain (LDH-A),Cytoplasm,"pancreatic D cell;myometrial cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;rod bipolar cell;glycinergic neuron",
MAP4K2,,,,no,2.971,3.693,34030,43146,0.314,ENSG00000168067,Mitogen-activated protein kinase kinase kinase kinase 2,Cytoplasm,,
MAP4K5,,,,no,4.662,3.734,53395,43626,-0.32,ENSG00000012983,Mitogen-activated protein kinase kinase kinase kinase 5,Cytoplasm,enucleate erythrocyte,
ME1,,,,no,1.936,1.181,22170,13798,-0.713,ENSG00000065833,NADP-dependent malic enzyme (NADP-ME),Cytoplasm,lens epithelial cell;anterior lens cell;lens fiber cell;secondary lens fiber;subcutaneous fat cell;epicardial adipocyte;sebaceous gland cell,
MERTK,,,,no,2.169,2.689,24842,31426,0.31,ENSG00000153208,Tyrosine-protein kinase Mer,Cell membrane,Kupffer cell;immature innate lymphoid cell,PMCH;GAS;PROS;TULP
MET,,,,no,5.275,3.472,60409,40564,-0.603,ENSG00000105976,Hepatocyte growth factor receptor (HGF receptor),Membrane,melanocyte,HGF
MINPP1,,,,no,3.716,3.645,42557,42593,-0.028,ENSG00000107789,Multiple inositol polyphosphate phosphatase 1,Endoplasmic reticulum lumen,"hematopoietic stem cell;erythrocyte;megakaryocyte-erythroid progenitor cell;erythroid lineage cell;erythroid progenitor cell, mammalian;proerythroblast;enucleated reticulocyte;erythroblast;primitive red blood cell;myeloid lineage restricted progenitor cell",
MPI,,,,no,2.313,2.614,26487,30543,0.177,ENSG00000178802,Mannose-6-phosphate isomerase,Cytoplasm,,
NT5E,,,,no,0.882,0.966,10099,11285,0.131,ENSG00000135318,5'-nucleotidase (5'-NT),Cell membrane,endothelial cell of lymphatic vessel,
NUP107,,,,no,2.518,2.6,28844,30376,0.046,ENSG00000111581,Nuclear pore complex protein Nup107 (107 kDa nucleoporin) (Nucleoporin Nup107),Nucleus membrane,,
NUP153,,,,no,4.315,3.911,49414,45699,-0.142,ENSG00000124789,Nuclear pore complex protein Nup153 (153 kDa nucleoporin) (Nucleoporin Nup153),Nucleus;Nucleus membrane;Nucleus,,
NUP214,,,,no,2.171,2.283,24867,26679,0.073,ENSG00000126883,Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214) (Protein CAN),Nucleus,promonocyte,
NUP62,,,,no,2.366,2.856,27092,33367,0.272,ENSG00000213024,Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62),Nucleus,,
NUP93,,,,no,2.979,2.724,34124,31824,-0.13,ENSG00000102900,Nuclear pore complex protein Nup93 (93 kDa nucleoporin) (Nucleoporin Nup93),Nucleus membrane,,
NUP98,,,,no,9.126,9.056,104516,105815,-0.011,ENSG00000110713,Nuclear pore complex protein Nup98-Nup96,Nucleus membrane,,
P4HA1,,,,no,6.928,6.103,79341,71310,-0.183,ENSG00000122884,Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1),Endoplasmic reticulum lumen,mesothelial fibroblast;osteoblast,
PAM,,,,no,11.053,8.75,126588,102238,-0.337,ENSG00000145730,Peptidyl-glycine alpha-amidating monooxygenase (PAM),Cytoplasmic vesicle,pancreatic PP cell;PP cell;regular atrial cardiac myocyte;cardiac muscle myoblast,
PC,,,,no,1.5,2.073,17184,24218,0.466,ENSG00000173599,"Pyruvate carboxylase, mitochondrial",Mitochondrion matrix,,
PDHA1,,,,no,13.818,13.22,158260,154471,-0.064,ENSG00000131828,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",Mitochondrion matrix,intestinal crypt stem cell of colon,
PDHB,,,,no,9.245,8.602,105879,100510,-0.104,ENSG00000168291,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B)",Mitochondrion matrix,epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte,
PFKFB3,,,,no,4.454,5.828,51016,68099,0.388,ENSG00000170525,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3 (6PF-2-K/Fru-2,6-P2ase 3) (PFK/FBPase 3) (6PF-2-K/Fru-2,6-P2ase brain/placenta-type isozyme) (Renal carcinoma antigen NY-REN-56) (iPFK-2)",,kidney collecting duct epithelial cell;kidney collecting duct principal cell;renal principal cell;kidney loop of Henle thin ascending limb epithelial cell;secondary lens fiber;kidney loop of Henle thin descending limb epithelial cell;inflammatory macrophage;liver dendritic cell;fat cell;subcutaneous fat cell;adipocyte of breast;kidney collecting duct cell,
PFKP,,,,no,4.257,4.483,48752,52378,0.075,ENSG00000067057,"ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P)",Cytoplasm,corneal endothelial cell,
PGK1,,,,no,9.363,7.998,107233,93451,-0.227,ENSG00000102144,Phosphoglycerate kinase 1,Cytoplasm,T-helper 17 cell;glycinergic neuron,
PGM1,,,,no,29.775,31.991,341006,373808,0.104,ENSG00000079739,Phosphoglucomutase-1 (PGM 1),Cytoplasm,slow muscle cell;fast muscle cell;white fat cell,
PKM,,,,no,31.956,30.91,365988,361178,-0.048,ENSG00000067225,Pyruvate kinase PKM,Cytoplasm,fallopian tube secretory epithelial cell;rod bipolar cell;OFF-bipolar cell;retinal cone cell;glycinergic neuron,
PKP2,,,,no,6.306,6.189,72217,72315,-0.027,ENSG00000057294,Plakophilin-2,Nucleus,pigmented epithelial cell;non-pigmented ciliary epithelial cell;muscle cell;cardiac muscle cell;regular ventricular cardiac myocyte;muscle precursor cell;cardiac muscle myoblast,
PMM2,,,,no,9.443,10.707,108151,125113,0.181,ENSG00000140650,Phosphomannomutase 2 (PMM 2),Cytoplasm,,
PPFIA4,,,,no,0.08,0.084,918,985,0.073,ENSG00000143847,Liprin-alpha-4 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-4) (PTPRF-interacting protein alpha-4),Cytoplasm,,
PPP2CA,,,,no,15.594,14.558,178595,170102,-0.099,ENSG00000113575,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha),Cytoplasm,,
PPP2R1A,,,,no,12.025,13.083,137719,152877,0.122,ENSG00000105568,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha),Cytoplasm,glioblast;Schwann cell precursor;ovarian surface epithelial cell,
PRKACB,,,,no,5.254,5.917,60170,69137,0.172,ENSG00000142875,cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta),Cytoplasm,,
PRKCA,,,,no,2.789,3.645,31945,42590,0.386,ENSG00000154229,Protein kinase C alpha type (PKC-A) (PKC-alpha),Cytoplasm,endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;Bergmann glial cell;Schwann cell;neuron;kidney interstitial fibroblast,
PRPS1,,,,no,2.933,2.064,33597,24120,-0.507,ENSG00000147224,Ribose-phosphate pyrophosphokinase 1,,,
PYGB,,,,no,8.83,11.012,101128,128678,0.319,ENSG00000100994,"Glycogen phosphorylase, brain form",,pulmonary ionocyte;epithelial cell of sweat gland;ionocyte,
PYGL,,,,no,2.178,2.499,24942,29197,0.198,ENSG00000100504,"Glycogen phosphorylase, liver form",Cytoplasm,Hofbauer cell;blood cell;granulocyte;neutrophil;immature neutrophil;myelocyte;granulocytopoietic cell;Mueller cell,
RANBP2,,,,no,24.764,22.594,283623,264003,-0.132,ENSG00000153201,E3 SUMO-protein ligase RanBP2,Nucleus,enteroendocrine cell of small intestine,
RBCK1,,,,no,6.5,7.581,74446,88578,0.222,ENSG00000125826,RanBP-type and C3HC4-type zinc finger-containing protein 1,,,
SDC2,,,,no,17.839,16.667,204308,194750,-0.098,ENSG00000169439,Syndecan-2 (SYND2) (Fibroglycan) (Heparan sulfate proteoglycan core protein) (HSPG) (CD antigen CD362),Membrane,renal beta-intercalated cell;pancreatic PP cell;PP cell;endosteal cell;muscle cell;smooth muscle cell;bronchial smooth muscle cell;pancreatic stellate cell;osteoblast;theca cell,ANGPTL;MK;PTN;ADGRA
SDC3,,,,no,1.64,0.798,18779,9330,-1.038,ENSG00000162512,Syndecan-3 (SYND3),Cell membrane,,ANGPTL;PTN
SEC13,,,,no,22.519,21.102,257908,246568,-0.094,ENSG00000157020,Protein SEC13 homolog (GATOR complex protein SEC13) (SEC13-like protein 1) (SEC13-related protein),Cytoplasmic vesicle,plasmablast;macrophage dendritic cell progenitor;osteoblast,
SLC25A1,,,,no,16.741,15.364,191731,179524,-0.124,ENSG00000100075,"Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Mitochondrial citrate carrier) (CIC) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)",Mitochondrion inner membrane,,
SLC25A10,,,,no,2.724,3.342,31203,39045,0.295,ENSG00000183048,Mitochondrial dicarboxylate carrier (DIC) (Solute carrier family 25 member 10),Mitochondrion inner membrane,,
SLC25A11,,,,no,5.027,4.72,57577,55152,-0.091,ENSG00000108528,Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (alpha-oxoglutarate carrier) (Solute carrier family 25 member 11) (SLC25A11),Mitochondrion inner membrane,,
SLC25A13,,,,no,3.619,3.754,41451,43865,0.053,ENSG00000004864,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial (Calcium-binding mitochondrial carrier protein Aralar2) (ARALAR-related gene 2) (ARALAR2) (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)",Mitochondrion inner membrane,hepatocyte;centrilobular region hepatocyte,
SLC37A4,,,,no,10.467,7.604,119882,88848,-0.461,ENSG00000137700,Glucose-6-phosphate exchanger SLC37A4 (Glucose-5-phosphate transporter) (Glucose-6-phosphate translocase) (Solute carrier family 37 member 4) (Transformation-related gene 19 protein) (TRG-19),Endoplasmic reticulum membrane,,
SOD1,,,,no,19.873,17.571,227600,205312,-0.178,ENSG00000142168,Superoxide dismutase [Cu-Zn],Cytoplasm,,
SOX9,,,,no,15.268,17.427,174867,203625,0.191,ENSG00000125398,Transcription factor SOX-9,Nucleus,intestinal crypt stem cell of large intestine;intrahepatic cholangiocyte;Sertoli cell;duodenum glandular cell;brush cell;intestinal tuft cell;tuft cell of colon;forebrain radial glial cell;chondrocyte;serous cell of epithelium of trachea,
SRD5A3,,,,no,2.678,2.248,30670,26262,-0.253,ENSG00000128039,Polyprenol reductase,Endoplasmic reticulum membrane,club cell,
STC2,,,,no,4.547,7.117,52072,83164,0.647,ENSG00000113739,Stanniocalcin-2 (STC-2) (Stanniocalcin-related protein) (STC-related protein) (STCRP),Secreted,epithelial cell;duct epithelial cell;luminal epithelial cell of mammary gland;myoepithelial cell;myoepithelial cell of mammary gland;mammary gland epithelial cell,
STMN1,,,,no,4.178,3.941,47848,46053,-0.084,ENSG00000117632,Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17),Cytoplasm,"glioblast;Schwann cell precursor;pancreatic D cell;mast cell;mucosal type mast cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;double negative thymocyte;large pre-B-II cell;fraction A pre-pro B cell;immature Schwann cell;enteric neuron;cortical interneuron;cerebral cortex GABAergic interneuron;Cajal-Retzius cell;peripheral nervous system neuron",
TAC4,,,,no,0.019,,214,0,,ENSG00000176358,Tachykinin-4 (Preprotachykinin-C) (PPT-C),Secreted,,TAC
TGFA,,,,no,3.537,2.516,40504,29396,-0.491,ENSG00000163235,Protransforming growth factor alpha,Cell membrane,,EGF
TKTL1,,,,no,0.044,0.019,501,219,-1.223,ENSG00000007350,Transketolase-like protein 1,Cytoplasm,"innate lymphoid cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human;forebrain radial glial cell",
TPBG,,,,no,2.621,2.19,30018,25594,-0.259,ENSG00000146242,Trophoblast glycoprotein (5T4 oncofetal antigen) (5T4 oncofetal trophoblast glycoprotein) (5T4 oncotrophoblast glycoprotein) (M6P1) (Wnt-activated inhibitory factor 1) (WAIF1),Cell membrane,mesothelial cell of pleura,
VEGFA,,,,no,9.162,8.643,104935,100994,-0.084,ENSG00000112715,"Vascular endothelial growth factor A, long form (L-VEGF) (Vascular permeability factor) (VPF)",Secreted,intestinal crypt stem cell of large intestine;type I pneumocyte;type B pancreatic cell;club cell;kidney glomerular epithelial cell;podocyte;elicited macrophage;inflammatory macrophage;liver dendritic cell;subcutaneous fat cell,VEGF
VLDLR,,,,no,13.115,9.001,150204,105176,-0.543,ENSG00000147852,Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R),Cell membrane,,RELN
