gene,category,rationale,single_gene_panel_note,exclude_recommended,detection_pct_0041323,detection_pct_0041326,n_cells_0041323,n_cells_0041326,log2_detection_ratio_326_over_323,gene_id,full_name,location,cell_type,cellchat_pathway
CD46,,,,no,25.675,26.197,294055,306104,0.029,ENSG00000117335,Membrane cofactor protein (TLX) (Trophoblast leukocyte common antigen) (CD antigen CD46),Cytoplasmic vesicle,intrahepatic cholangiocyte;urothelial cell;bladder urothelial cell;intestinal tuft cell;tuft cell of colon;salivary gland cell;serous cell of epithelium of trachea;bladder cell,CD46
CD55,,,,no,3.817,3.838,43717,44851,0.008,ENSG00000196352,Complement decay-accelerating factor (CD antigen CD55),Cell membrane,epithelial cell of lacrimal sac;type I pneumocyte;respiratory goblet cell;tracheal goblet cell;paneth cell of epithelium of small intestine;urothelial cell;bladder urothelial cell;conjunctival epithelial cell;neutrophil;serous cell of epithelium of trachea;bladder cell,ADGRE
CD59,,,,no,16.947,12.598,194095,147205,-0.428,ENSG00000085063,CD59 glycoprotein (1F5 antigen) (20 kDa homologous restriction factor) (HRF-20) (HRF20) (MAC-inhibitory protein) (MAC-IP) (MEM43 antigen) (Membrane attack complex inhibition factor) (MACIF) (Membrane inhibitor of reactive lysis) (MIRL) (Protectin) (CD antigen CD59),Cell membrane,pancreatic ductal cell;blood vessel endothelial cell;vein endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;endothelial cell of vascular tree;epithelial cell of urethra;fibroblast of breast;serous cell of epithelium of trachea,
CDA,,,,no,0.255,0.219,2917,2556,-0.22,ENSG00000158825,Cytidine deaminase,,renal beta-intercalated cell;granulocyte;neutrophil;immature neutrophil;promonocyte;myelocyte;myeloid lineage restricted progenitor cell;granulocytopoietic cell,
CDH13,,,,no,0.128,0.104,1467,1217,-0.298,ENSG00000140945,Cadherin-13 (Heart cadherin) (H-cadherin) (P105) (Truncated cadherin) (T-cad) (T-cadherin),Cell membrane,basal cell of epidermis;stem cell of epidermis;basal epithelial cell of prostatic duct;lens epithelial cell;anterior lens cell;lens fiber cell;secondary lens fiber;muscle cell;cardiac muscle cell;regular atrial cardiac myocyte;regular ventricular cardiac myocyte;muscle precursor cell;cardiac muscle myoblast,
CFB,,,,no,13.0,12.427,148893,145206,-0.065,ENSG00000243649,Complement factor B,Secreted,duct epithelial cell;luminal epithelial cell of mammary gland;mesothelial cell of pleura;goblet cell;respiratory goblet cell;tracheal goblet cell;mammary gland epithelial cell;mesothelial fibroblast;serous cell of epithelium of trachea,
CFH,,,,no,1.75,2.451,20046,28640,0.486,ENSG00000000971,Complement factor H (H factor 1),Secreted,hepatocyte;periportal region hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;parietal epithelial cell;keratocyte;hepatic stellate cell;skin fibroblast;mesothelial fibroblast;chondrocyte;inflammatory cell,
CFHR1,,,,no,0.382,0.333,4377,3891,-0.199,ENSG00000244414,Complement factor H-related protein 1 (FHR-1) (H factor-like protein 1) (FHL-1) (H-factor-like 1) (H36),Secreted,,
COL4A2,,,,no,10.108,7.19,115761,84017,-0.491,ENSG00000134871,Collagen alpha-2(IV) chain,Secreted,mesenchymal stem cell;lens epithelial cell;anterior lens cell;endothelial tip cell;smooth muscle myoblast;brown preadipocyte;pancreatic stellate cell;fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,COLLAGEN;ADGRG
CP,,,,no,0.383,0.955,4381,11164,1.321,ENSG00000047457,Ceruloplasmin,Secreted,non-pigmented ciliary epithelial cell;respiratory goblet cell;tracheal goblet cell;hepatocyte;periportal region hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;chorionic trophoblast cell;serous cell of epithelium of trachea,
CPB2,,,,no,0.123,0.033,1406,382,-1.909,ENSG00000080618,Carboxypeptidase B2,Secreted,hepatoblast;cholangiocyte;intrahepatic cholangiocyte;hepatocyte;periportal region hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;hepatic stellate cell;lung secretory cell,
CR1,,,,no,0.296,0.395,3395,4610,0.412,ENSG00000203710,Complement receptor type 1 (C3b/C4b receptor) (CD antigen CD35),Membrane,kidney glomerular epithelial cell;podocyte;follicular dendritic cell;blood cell;granulocyte;neutrophil;follicular B cell;immature innate lymphoid cell,
CR2,,,,no,0.059,0.05,679,586,-0.241,ENSG00000117322,Complement receptor type 2 (Cr2) (Complement C3d receptor) (Epstein-Barr virus receptor) (EBV receptor) (CD antigen CD21),Cell membrane,follicular dendritic cell;mature B cell;memory B cell;follicular B cell;B cell,COMPLEMENT;CD23
CSRP1,,,,no,11.682,11.417,133795,133409,-0.033,ENSG00000159176,Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1) (CRP) (CRP1) (Epididymis luminal protein 141) (HEL-141),Nucleus,myoepithelial cell;myoepithelial cell of mammary gland;smooth muscle cell;vascular associated smooth muscle cell;enteric smooth muscle cell;smooth muscle fiber of ileum;uterine smooth muscle cell;myometrial cell;tracheobronchial smooth muscle cell;bronchial smooth muscle cell;smooth muscle cell of prostate;connective tissue cell;fibroblast;pulmonary interstitial fibroblast;fibroblast of lung;bronchus fibroblast of lung;myofibroblast cell,
CTSC,,,,no,6.391,6.951,73200,81219,0.121,ENSG00000109861,Dipeptidyl peptidase 1,Lysosome,"type II pneumocyte;club cell;alveolar macrophage;lung macrophage;Hofbauer cell;plasmacytoid dendritic cell, human;lung secretory cell",
CTSH,,,,no,5.948,6.342,68120,74106,0.093,ENSG00000103811,Pro-cathepsin H,Lysosome,"intrahepatic cholangiocyte;epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type II pneumocyte;urothelial cell;bladder urothelial cell;follicular dendritic cell;conventional dendritic cell;myeloid dendritic cell, human;mature conventional dendritic cell;lung secretory cell;bladder cell",
CTSL,,,,no,14.526,15.423,166367,180209,0.086,ENSG00000135047,Procathepsin L,Lysosome,elicited macrophage;inflammatory macrophage;alternatively activated macrophage;lung macrophage;Hofbauer cell;extravillous trophoblast;placental villous trophoblast;syncytiotrophoblast cell;leukocyte;myeloid leukocyte;mast cell;mucosal type mast cell;myeloid cell;fibroblast;pancreatic stellate cell;fibroblast of mammary gland;fibroblast of breast,
DOCK9,,,,no,2.857,2.977,32719,34785,0.059,ENSG00000088387,Dedicator of cytokinesis protein 9 (Cdc42 guanine nucleotide exchange factor zizimin-1) (Zizimin-1),Endomembrane system,lung endothelial cell;endothelial cell;endothelial cell of vascular tree;dermis microvascular lymphatic vessel endothelial cell;cardiac endothelial cell,
DPP4,,,,no,1.689,1.501,19339,17542,-0.17,ENSG00000197635,Dipeptidyl peptidase 4,Secreted,enterocyte of epithelium of small intestine;type EC enteroendocrine cell;enteroendocrine cell of small intestine;glutamatergic neuron;mesothelial fibroblast,
DUSP5,,,,no,4.194,3.898,48035,45549,-0.106,ENSG00000138166,Dual specificity protein phosphatase 5,Nucleus,epithelial cell of lacrimal sac;urothelial cell;bladder urothelial cell;club cell;epithelial cell of urethra;conjunctival epithelial cell;IgA plasma cell;bladder cell,
DUSP6,,,,no,2.861,2.805,32772,32778,-0.029,ENSG00000139318,Dual specificity protein phosphatase 6,Cytoplasm,classical monocyte;monocyte;group 2 innate lymphoid cell,
ELANE,,,,no,0.072,0.02,828,229,-1.883,ENSG00000197561,Neutrophil elastase,Cytoplasmic vesicle,bone marrow cell;granulocyte;neutrophil;immature neutrophil;promyelocyte;hematopoietic precursor cell;granulocytopoietic cell;common myeloid progenitor;reticular cell,
F2R,,,,no,1.599,1.326,18309,15489,-0.27,ENSG00000181104,Proteinase-activated receptor 1 (PAR-1) (Coagulation factor II receptor) (Thrombin receptor),Cell membrane,endothelial tip cell;endothelial cell of umbilical vein;endocardial cell;pancreatic stellate cell,PARs;KLK;PROCR
F2RL3,,,,no,0.947,0.86,10846,10048,-0.139,ENSG00000127533,Proteinase-activated receptor 4 (PAR-4) (Coagulation factor II receptor-like 3) (Thrombin receptor-like 3),Cell membrane,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;capillary endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel,PARs
F5,,,,no,0.98,0.914,11225,10676,-0.101,ENSG00000198734,"Coagulation factor V (Activated protein C cofactor) (Proaccelerin, labile factor)",Secreted,non-pigmented ciliary epithelial cell;hepatocyte,
F8,,,,no,0.9,1.185,10303,13847,0.398,ENSG00000185010,Coagulation factor VIII (Antihemophilic factor) (AHF) (Procoagulant component),Secreted,squamous epithelial cell;blood vessel endothelial cell;endothelial cell of artery;kidney capillary endothelial cell;glomerular capillary endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;cardiac endothelial cell,
FCN1,,,,no,0.158,0.296,1808,3459,0.907,ENSG00000085265,Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin),Secreted,"phagocyte;colon macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;blood cell;granulocyte;neutrophil;immature neutrophil;leukocyte;dendritic cell;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;dendritic cell, human;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;mononuclear cell;mature NK T cell;peripheral blood mononuclear cell;myeloid cell;promonocyte;promyelocyte;myelocyte;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell",
FCN2,,,,no,0.1,0.091,1149,1060,-0.145,ENSG00000160339,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),Secreted,endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid,
FDX1,,,,no,9.587,7.079,109796,82713,-0.438,ENSG00000137714,"Adrenodoxin, mitochondrial (Adrenal ferredoxin) (Ferredoxin-1) (Hepatoredoxin)",Mitochondrion matrix,glandular epithelial cell;cortical cell of adrenal gland;sperm;syncytiotrophoblast cell,
FYN,,,,no,2.617,3.046,29968,35596,0.219,ENSG00000010810,Tyrosine-protein kinase Fyn,Cytoplasm,alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell;immature natural killer cell;DN1 thymic pro-T cell;brown preadipocyte;fibro/adipogenic progenitor cell,
GATA3,,,,no,0.061,0.054,703,631,-0.185,ENSG00000107485,Trans-acting T-cell-specific transcription factor GATA-3 (GATA-binding factor 3),Nucleus,basal cell of epidermis;kidney collecting duct epithelial cell;kidney collecting duct principal cell;renal principal cell;taste receptor cell;kidney connecting tubule epithelial cell;extravillous trophoblast;placental villous trophoblast;syncytiotrophoblast cell;T-helper 2 cell;group 2 innate lymphoid cell;group 3 innate lymphoid cell;early T lineage precursor;neuron;papillary tips cell;kidney collecting duct cell,
GMFB,,,,no,9.612,6.505,110087,76014,-0.563,ENSG00000197045,Glia maturation factor beta (GMF-beta),,,
GNAI2,,,,no,12.549,12.454,143725,145521,-0.011,ENSG00000114353,Guanine nucleotide-binding protein G(i) subunit alpha-2 (Adenylate cyclase-inhibiting G alpha protein),Cytoplasm,"gut endothelial cell;surface ectodermal cell;CD141-positive myeloid dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;mature conventional dendritic cell;CD14-low, CD16-positive monocyte;promonocyte",
GP1BA,,,,no,0.053,0.024,602,285,-1.108,ENSG00000185245,Platelet glycoprotein Ib alpha chain (GP-Ib alpha) (GPIb-alpha) (GPIbA) (Glycoprotein Ibalpha) (Antigen CD42b-alpha) (CD antigen CD42b),Membrane,platelet;megakaryocyte-erythroid progenitor cell;megakaryocyte,GP1BA
GRB2,,,,no,10.544,10.031,120762,117211,-0.072,ENSG00000177885,Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2),Nucleus,inflammatory macrophage;hematopoietic cell;leukocyte;conventional dendritic cell;intermediate monocyte,
GZMA,,,,no,0.173,0.385,1978,4498,1.156,ENSG00000145649,Granzyme A,Secreted,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta cytokine secreting effector T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mature NK T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;memory T cell;cytotoxic T cell;exhausted T cell;intraepithelial lymphocyte;double negative T regulatory cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human;DN1 thymic pro-T cell",PARs
GZMB,,,,no,0.058,0.217,663,2533,1.905,ENSG00000100453,Granzyme B,Secreted,"hematopoietic cell;leukocyte;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;CD8-positive, alpha-beta thymocyte;mature alpha-beta T cell;activated CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta cytokine secreting effector T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mature NK T cell;type I NK T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;mature T cell;cytotoxic T cell;exhausted T cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human",
GZMK,,,,no,0.106,0.117,1219,1370,0.14,ENSG00000113088,Granzyme K,Secreted;Cytoplasmic granule,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature NK T cell;mature alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;mature NK T cell;type I NK T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;memory T cell;cytotoxic T cell;exhausted T cell;intraepithelial lymphocyte;double negative T regulatory cell;CD16-negative, CD56-bright natural killer cell, human;ILC1, human;group 2 innate lymphoid cell, human;DN1 thymic pro-T cell",
HNF4A,,,,no,4.8,5.17,54972,60407,0.107,ENSG00000101076,Hepatocyte nuclear factor 4-alpha (HNF-4-alpha) (Nuclear receptor subfamily 2 group A member 1) (Transcription factor 14) (TCF-14) (Transcription factor HNF-4),Nucleus,intestinal crypt stem cell;intestinal crypt stem cell of small intestine;transit amplifying cell of small intestine,
IL6,,,,no,0.419,0.217,4797,2534,-0.95,ENSG00000136244,Interleukin-6 (IL-6) (B-cell stimulatory factor 2) (BSF-2) (CTL differentiation factor) (CDF) (Hybridoma growth factor) (Interferon beta-2) (IFN-beta-2),Secreted,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;prostate gland microvascular endothelial cell;endothelial cell;endothelial cell of vascular tree;vascular associated smooth muscle cell;smooth muscle cell of prostate;myeloid cell;fibroblast of mammary gland;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate;fibroblast of breast;mural cell,IL6
IRF1,,,,no,8.716,6.71,99826,78402,-0.377,ENSG00000125347,Interferon regulatory factor 1 (IRF-1),Nucleus,"vasa recta ascending limb cell;epithelial cell of thymus;cortical thymic epithelial cell;medullary thymic epithelial cell;gut endothelial cell;surface ectodermal cell;IgG-negative class switched memory B cell;mature alpha-beta T cell;mucosal invariant T cell;CD16-negative, CD56-bright natural killer cell, human;group 2 innate lymphoid cell, human",
IRF7,,,,no,0.991,0.876,11346,10237,-0.177,ENSG00000185507,Interferon regulatory factor 7 (IRF-7),Nucleus;Cytoplasm,"bone marrow cell;granulocyte monocyte progenitor cell;professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;activated CD4-positive, alpha-beta T cell, human;activated CD8-positive, alpha-beta T cell, human;IgG plasma cell;common dendritic progenitor",
ITGAM,,,,no,1.411,1.928,16156,22529,0.451,ENSG00000169896,Integrin alpha-M (CD11 antigen-like family member B) (CR-3 alpha chain) (Cell surface glycoprotein MAC-1 subunit alpha) (Leukocyte adhesion receptor MO1) (Neutrophil adherence receptor) (CD antigen CD11b),Cell membrane,"phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;granulocyte;neutrophil;immature neutrophil;leukocyte;myeloid leukocyte;myelocyte;granulocytopoietic cell",CD40;COMPLEMENT;CD23;GP1BA;ICAM;JAM;THY1
ITGAX,,,,no,0.917,2.122,10499,24791,1.211,ENSG00000140678,"Integrin alpha-X (CD11 antigen-like family member C) (Leu M5) (Leukocyte adhesion glycoprotein p150,95 alpha chain) (Leukocyte adhesion receptor p150,95) (CD antigen CD11c)",Membrane,"macrophage;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;microglial cell;professional antigen presenting cell;dendritic cell;conventional dendritic cell;Langerhans cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;myeloid leukocyte;monocyte;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell;CD16-negative, CD56-bright natural killer cell, human;decidual natural killer cell, human;immature innate lymphoid cell;myeloid cell",COMPLEMENT;CD23;ICAM;THY1
