gene,category,rationale,exclude_recommended,in_5K_reference,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041323,detection_pct_0041326,det_max,n_cells_0041323,n_cells_0041326,log2_detection_ratio
ADAMTS2,,,no,True,ENSG00000087116,A disintegrin and metalloproteinase with thrombospondin motifs 2 (ADAM-TS 2) (ADAM-TS2) (ADAMTS-2),Secreted,hepatic stellate cell;alveolar type 2 fibroblast cell;preadipocyte;subcutaneous fat cell,,3.351,2.83,3.351,38380,33064,-0.244
ADAMTS4,,,no,True,ENSG00000158859,A disintegrin and metalloproteinase with thrombospondin motifs 4 (ADAM-TS 4) (ADAM-TS4) (ADAMTS-4),Secreted,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;vasa recta ascending limb cell;prostate gland microvascular endothelial cell;endothelial cell;endothelial cell of vascular tree;smooth muscle cell;vascular associated smooth muscle cell;myometrial cell;smooth muscle cell of prostate;fibroblast of mammary gland;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate;fibroblast of breast;myofibroblast cell;pericyte;mural cell,,4.938,1.402,4.938,56550,16383,-1.816
ADCYAP1,,,no,True,ENSG00000141433,Pituitary adenylate cyclase-activating polypeptide (PACAP),Secreted,type B pancreatic cell;enteroendocrine cell;endocrine cell;basophil;mast cell,PACAP,0.594,0.05,0.594,6807,581,-3.579
ADGRE5,,,no,True,ENSG00000123146,Adhesion G protein-coupled receptor E5 (Leukocyte antigen CD97) (CD antigen CD97),Cell membrane,"alveolar macrophage;lung macrophage;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive, CD16-positive monocyte;T-helper 1 cell;mature NK T cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;group 3 innate lymphoid cell;peripheral blood mononuclear cell",ADGRE,12.141,11.433,12.141,139049,133592,-0.087
ADGRG6,,,no,True,ENSG00000112414,Adhesion G-protein coupled receptor G6 (Developmentally regulated G-protein-coupled receptor) (G-protein coupled receptor 126) (Vascular inducible G protein-coupled receptor),Cell membrane,brush cell;intestinal tuft cell;tuft cell of colon;parietal epithelial cell;muscle cell;smooth muscle cell,ADGRG,1.622,1.378,1.622,18572,16102,-0.235
ADIPOQ,,,no,True,ENSG00000181092,"Adiponectin (30 kDa adipocyte complement-related protein) (Adipocyte complement-related 30 kDa protein) (ACRP30) (Adipocyte, C1q and collagen domain-containing protein) (Adipose most abundant gene transcript 1 protein) (apM-1) (Gelatin-binding protein)",Secreted,fat cell;white fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,ADIPONECTIN,0.055,0.024,0.055,630,275,-1.225
ADIPOR2,,,no,True,ENSG00000006831,Adiponectin receptor protein 2 (Progestin and adipoQ receptor family member 2) (Progestin and adipoQ receptor family member II),Cell membrane,melanocyte;brown fat cell;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,ADIPONECTIN,2.964,2.061,2.964,33952,24088,-0.524
ADM,,,no,True,ENSG00000148926,Pro-adrenomedullin,Secreted,glomerular capillary endothelial cell;trophoblast giant cell;extravillous trophoblast;myeloid cell;fibroblast of breast;white fat cell,CALCR;ADM,2.236,1.678,2.236,25611,19603,-0.415
ADRA2C,,,no,True,ENSG00000184160,Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR),Cell membrane,uterine smooth muscle cell;myometrial cell;smooth muscle cell of prostate;myofibroblast cell;stromal cell;stromal cell of ovary;pericyte;mural cell,Adrenaline;Noradrenaline,0.883,0.39,0.883,10109,4555,-1.179
ADRB2,,,no,True,ENSG00000169252,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor),Cell membrane,stem cell of epidermis;keratinocyte;epidermal cell;mast cell,Adrenaline;Noradrenaline,0.311,0.488,0.488,3558,5697,0.65
AEBP1,,,no,True,ENSG00000106624,Adipocyte enhancer-binding protein 1 (AE-binding protein 1) (Aortic carboxypeptidase-like protein),Cytoplasm,"preosteoblast;bronchial smooth muscle cell;smooth muscle cell of prostate;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;connective tissue cell;fibroblast;keratocyte;reticular cell;pancreatic stellate cell;fibroblast of mammary gland;skin fibroblast;fibroblast of connective tissue of glandular part of prostate;fibroblast of breast;tendon cell;adventitial cell",,1.583,2.363,2.363,18130,27616,0.578
AFAP1L2,,,no,True,ENSG00000169129,Actin filament-associated protein 1-like 2 (AFAP1-like protein 2),Cytoplasm,"brush cell;intestinal tuft cell;tuft cell of colon;decidual natural killer cell, human",,7.496,5.21,7.496,85851,60872,-0.525
AFF1,,,no,True,ENSG00000172493,AF4/FMR2 family member 1 (ALL1-fused gene from chromosome 4 protein) (Protein AF-4) (Protein FEL) (Proto-oncogene AF4),Nucleus,renal principal cell;trophoblast giant cell;papillary tips cell,,14.823,16.362,16.362,169768,191191,0.143
AGR3,,,no,True,ENSG00000173467,"Anterior gradient protein 3 (AG-3) (AG3) (hAG-3) (Anterior gradient 3 homolog) (Breast cancer membrane protein 11) (Protein disulfide isomerase family A, member 18)",Endoplasmic reticulum,epithelial cell;enterocyte of epithelium of small intestine;enterocyte of epithelium proper of ileum;multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;intestine goblet cell;large intestine goblet cell;colon goblet cell;small intestine goblet cell;ileal goblet cell;paneth cell of colon;intestinal epithelial cell;epithelial cell of large intestine;colon epithelial cell;epithelial cell of small intestine;lung ciliated cell,,0.304,0.223,0.304,3481,2611,-0.444
AHR,,,no,True,ENSG00000106546,Aryl hydrocarbon receptor (Ah receptor) (AhR) (Class E basic helix-loop-helix protein 76) (bHLHe76),Cytoplasm,"lung goblet cell;mast cell;group 2 innate lymphoid cell;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",,5.117,6.008,6.008,58600,70198,0.232
AIF1L,,,no,True,ENSG00000126878,Allograft inflammatory factor 1-like (Ionized calcium-binding adapter molecule 2),Cytoplasm,kidney collecting duct epithelial cell;kidney collecting duct principal cell;renal principal cell;vasa recta descending limb cell;kidney loop of Henle thin ascending limb epithelial cell;kidney epithelial cell;kidney connecting tubule epithelial cell;epithelial cell of nephron;kidney loop of Henle thin descending limb epithelial cell;extravillous trophoblast;kidney cell;kidney collecting duct cell,,0.513,0.567,0.567,5877,6626,0.144
AIP,,,no,True,ENSG00000110711,AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9),Cytoplasm,DN4 thymocyte;B cell,,4.623,5.745,5.745,52950,67131,0.313
AKR1B1,,,no,True,ENSG00000085662,Aldo-keto reductase family 1 member B1,Cytoplasm,pulmonary ionocyte;kidney loop of Henle thin ascending limb epithelial cell;ionocyte;Hofbauer cell;sperm;extravillous trophoblast;placental villous trophoblast;syncytiotrophoblast cell,,5.575,7.094,7.094,63855,82897,0.348
ALCAM,,,no,True,ENSG00000170017,CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166),Cell membrane,corneal endothelial cell;neuroendocrine cell;chromaffin cell;type I pneumocyte;lung goblet cell;pancreatic A cell;visceromotor neuron;sebaceous gland cell,CD6,11.611,7.895,11.611,132980,92252,-0.556
ALOX15,,,no,True,ENSG00000161905,"Polyunsaturated fatty acid lipoxygenase ALOX15 (12/15-lipoxygenase) (Arachidonate 12-lipoxygenase, leukocyte-type) (12-LOX)",Cytoplasm,stem cell;basal cell;respiratory basal cell;basal cell of epithelium of trachea;multi-ciliated epithelial cell;lung goblet cell;glandular epithelial cell;goblet cell;respiratory goblet cell;tracheal goblet cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;bronchial epithelial cell;erythroid lineage cell,,0.052,0.163,0.163,598,1909,1.646
ALOX5,,,no,True,ENSG00000012779,Polyunsaturated fatty acid 5-lipoxygenase,Cytoplasm,brush cell;intestinal tuft cell;tuft cell of colon;macrophage;tissue-resident macrophage;alveolar macrophage;lung macrophage;basophil;eosinophil;Langerhans cell;B-1b B cell;mast cell,,4.407,4.796,4.796,50476,56036,0.122
ALPL,,,no,True,ENSG00000162551,"Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNS-ALP) (TNSALP)",Cell membrane,epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type II pneumocyte;goblet cell;respiratory goblet cell;tracheal goblet cell;preosteoblast;blood cell;granulocyte;neutrophil;osteoblast;lung secretory cell,,0.694,0.519,0.694,7944,6061,-0.419
ALYREF,,,no,True,ENSG00000183684,THO complex subunit 4 (Tho4) (Ally of AML-1 and LEF-1) (Aly/REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing factor BEF),Nucleus,DN4 thymocyte;erythroid progenitor cell;proerythroblast;common dendritic progenitor;hematopoietic precursor cell;myeloid lineage restricted progenitor cell,,7.56,8.181,8.181,86586,95597,0.114
AMFR,,,no,True,ENSG00000159461,E3 ubiquitin-protein ligase AMFR,Endoplasmic reticulum membrane,"kidney collecting duct intercalated cell;phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;CD8-positive, alpha-beta T cell;mature gamma-delta T cell;megakaryocyte",,9.498,8.472,9.498,108777,98996,-0.165
ANGPT1,,,no,True,ENSG00000154188,Angiopoietin-1 (ANG-1),Secreted,preosteoblast;connective tissue cell;fibroblast;pulmonary interstitial fibroblast;alveolar type 2 fibroblast cell;fibroblast of lung;kidney interstitial fibroblast;mesangial cell;kidney interstitial cell,ANGPT,0.497,0.488,0.497,5697,5705,-0.027
ANGPT2,,,no,True,ENSG00000091879,Angiopoietin-2 (ANG-2),Secreted,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;endothelial cell of umbilical vein;endothelial cell of artery;capillary endothelial cell;prostate gland microvascular endothelial cell;medullary thymic epithelial cell;endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;endothelial cell of uterus;surface ectodermal cell;muscle cell;smooth muscle cell;trophoblast giant cell,ANGPT,0.184,0.145,0.184,2110,1697,-0.343
ANGPTL4,,,no,True,ENSG00000167772,Angiopoietin-related protein 4 (Angiopoietin-like protein 4) (Hepatic fibrinogen/angiopoietin-related protein) (HFARP),Secreted,endothelial tip cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;mature astrocyte;subcutaneous fat cell;epicardial adipocyte,ANGPTL,12.861,3.047,12.861,147301,35608,-2.077
ANGPTL8,,,no,True,ENSG00000130173,Angiopoietin-like protein 8 (Betatrophin) (Lipasin) (Refeeding-induced fat and liver protein),Secreted,subcutaneous fat cell,,0.025,0.025,0.025,291,296,-0.004
ANP32E,,,no,True,ENSG00000143401,Acidic leucine-rich nuclear phosphoprotein 32 family member E (LANP-like protein) (LANP-L),Cytoplasm,"double-positive, alpha-beta thymocyte;T-helper 17 cell;DN4 thymocyte;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;fraction A pre-pro B cell;myeloid lineage restricted progenitor cell",,4.221,3.748,4.221,48345,43789,-0.172
ANXA2,,,no,True,ENSG00000182718,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),Secreted,basal cell of epithelium of bronchus;pancreatic ductal cell;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;bronchial epithelial cell;epithelial cell of urethra;conjunctival epithelial cell;T cell,,39.275,44.388,44.388,449817,518659,0.177
AOAH,,,no,True,ENSG00000136250,Acyloxyacyl hydrolase,Secreted,"macrophage;tissue-resident macrophage;Kupffer cell;central nervous system macrophage;microglial cell;mature microglial cell;hematopoietic cell;leukocyte;myeloid leukocyte;activated CD8-positive, alpha-beta T cell;innate lymphoid cell;CD16-positive, CD56-dim natural killer cell, human;immature innate lymphoid cell;myeloid cell",,0.894,2.817,2.817,10237,32916,1.656
AP3M2,,,no,True,ENSG00000070718,AP-3 complex subunit mu-2 (Adaptor-related protein complex 3 subunit mu-2) (Clathrin assembly protein assembly protein complex 3 mu-2 medium chain) (Clathrin coat assembly protein AP47 homolog 2) (Clathrin coat-associated protein AP47 homolog 2) (Golgi adaptor AP-1 47 kDa protein homolog 2) (HA1 47 kDa subunit homolog 2) (Mu3B-adaptin) (P47B),Golgi apparatus;Cytoplasmic vesicle membrane,"CD4-positive, alpha-beta memory T cell;effector CD4-positive, alpha-beta T cell;DN3 thymocyte",,0.504,0.639,0.639,5771,7470,0.343
APMAP,,,no,True,ENSG00000101474,Adipocyte plasma membrane-associated protein (Protein BSCv),Membrane,"placental villous trophoblast;syncytiotrophoblast cell;innate lymphoid cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human;ILC1, human;white fat cell;sebaceous gland cell",,8.848,7.818,8.848,101340,91354,-0.179
APOBEC3G,,,no,True,ENSG00000239713,DNA dC->dU-editing enzyme APOBEC-3G,Cytoplasm;Nucleus;Cytoplasm,"plasmablast;alpha-beta T cell;mature alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell, human;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;mucosal invariant T cell;mature gamma-delta T cell;mature T cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;decidual natural killer cell, human;ILC1, human",,0.489,0.712,0.712,5599,8315,0.542
APOL2,,,no,True,ENSG00000128335,Apolipoprotein L2 (Apolipoprotein L-II) (ApoL-II),Cytoplasm,alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell,,5.605,5.386,5.605,64194,62930,-0.058
AQP5,,,no,True,ENSG00000161798,Aquaporin-5 (AQP-5),Apical cell membrane,respiratory basal cell;basal cell of epithelium of trachea;epithelial cell;epithelial cell of lacrimal sac;glandular epithelial cell;goblet cell;respiratory goblet cell;tracheal goblet cell;acinar cell of salivary gland;duodenum glandular cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;epithelial cell of sweat gland;conjunctival epithelial cell;tracheobronchial serous cell;serous cell of epithelium of trachea;serous cell of epithelium of bronchus,,0.12,0.059,0.12,1377,688,-1.03
AQP7,,,no,True,ENSG00000165269,Aquaporin-7 (AQP-7) (Aquaglyceroporin-7) (Aquaporin adipose) (AQPap) (Aquaporin-7-like),Cell membrane,fat cell;white fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,,1.301,1.59,1.59,14895,18582,0.29
ARF6,,,no,True,ENSG00000165527,ADP-ribosylation factor 6,Cytoplasm,"epithelial cell of urethra;CD141-positive myeloid dendritic cell;myeloid dendritic cell, human;alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell;decidual natural killer cell, human",,11.185,8.344,11.185,128105,97494,-0.423
ASCL1,,,no,True,ENSG00000139352,Achaete-scute homolog 1 (ASH-1) (hASH1) (Class A basic helix-loop-helix protein 46) (bHLHa46),Nucleus,glioblast;Schwann cell precursor;neural crest cell;neuroendocrine cell;lung neuroendocrine cell;epithelial cell of thymus;medullary thymic epithelial cell;enteric neuron;peripheral nervous system neuron,,0.092,0.068,0.092,1052,794,-0.435
ASPM,,,no,True,ENSG00000066279,Abnormal spindle-like microcephaly-associated protein (Abnormal spindle protein homolog) (Asp homolog),Cytoplasm,DN4 thymocyte;erythroid lineage cell;pro-B cell;salivary gland cell;transit amplifying cell of small intestine,,0.215,0.128,0.215,2463,1491,-0.753
ASPN,,,no,True,ENSG00000106819,Asporin (Periodontal ligament-associated protein 1) (PLAP-1),Secreted,interstitial cell of Cajal;endocardial cell;mesodermal cell;muscle cell;smooth muscle cell;skin fibroblast;myofibroblast cell;tendon cell;chondrocyte;mesenchymal cell,,0.982,0.979,0.982,11244,11440,-0.004
ATF3,,,no,True,ENSG00000162772,Cyclic AMP-dependent transcription factor ATF-3 (cAMP-dependent transcription factor ATF-3) (Activating transcription factor 3),Nucleus,ileal goblet cell;paneth cell of epithelium of small intestine;duodenum glandular cell;epithelial cell of uterus;vascular associated smooth muscle cell,,5.902,2.359,5.902,67595,27560,-1.323
ATG2A,,,no,True,ENSG00000110046,Autophagy-related protein 2 homolog A,Preautophagosomal structure membrane,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",,2.455,3.748,3.748,28120,43792,0.61
ATL2,,,no,True,ENSG00000119787,Atlastin-2,Endoplasmic reticulum membrane,renal beta-intercalated cell;white fat cell,,4.971,5.374,5.374,56927,62796,0.113
ATM,,,no,True,ENSG00000149311,Serine-protein kinase ATM,Nucleus,"central nervous system macrophage;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;mucosal invariant T cell;mature T cell",,9.108,10.276,10.276,104310,120077,0.174
ATOH1,,,no,True,ENSG00000172238,Transcription factor ATOH1 (Atonal bHLH transcription factor 1) (Class A basic helix-loop-helix protein 14) (bHLHa14) (Helix-loop-helix protein hATH-1) (hATH1) (Protein atonal homolog 1),Nucleus,intestine goblet cell;large intestine goblet cell;colon goblet cell;small intestine goblet cell,,0.032,,0.032,362,0,
ATP5F1C,,,no,True,ENSG00000165629,"ATP synthase subunit gamma, mitochondrial (ATP synthase F1 subunit gamma) (F-ATPase gamma subunit)",Mitochondrion inner membrane,mast cell;mucosal type mast cell,,23.016,20.941,23.016,263606,244694,-0.136
BACE2,,,no,True,ENSG00000182240,Beta-secretase 2,Cell membrane,basal epithelial cell of prostatic duct;lung goblet cell;duodenum glandular cell;luminal cell of prostate epithelium;melanocyte of skin,,22.264,25.449,25.449,254988,297366,0.193
BATF,,,no,True,ENSG00000156127,Basic leucine zipper transcriptional factor ATF-like (B-cell-activating transcription factor) (B-ATF) (SF-HT-activated gene 2 protein) (SFA-2),Nucleus,"duct epithelial cell;luminal epithelial cell of mammary gland;mammary gland epithelial cell;mast cell;CD4-positive helper T cell;T-helper 17 cell;T follicular helper cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;type I NK T cell;regulatory T cell;exhausted T cell;group 2 innate lymphoid cell",,0.664,0.516,0.664,7602,6029,-0.363
BATF3,,,no,True,ENSG00000123685,Basic leucine zipper transcriptional factor ATF-like 3 (B-ATF-3) (21 kDa small nuclear factor isolated from T-cells) (Jun dimerization protein p21SNFT),Nucleus,"hematopoietic cell;blood cell;granulocyte;CD141-positive myeloid dendritic cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;pre-conventional dendritic cell",,0.311,0.386,0.386,3567,4512,0.31
BCHE,,,no,True,ENSG00000114200,Cholinesterase,Secreted,glioblast;Schwann cell precursor;neural crest cell;interstitial cell of Cajal;tracheobronchial smooth muscle cell;neuron,,0.193,0.124,0.193,2212,1451,-0.637
BCL11B,,,no,True,ENSG00000127152,B-cell lymphoma/leukemia 11B (BCL-11B) (B-cell CLL/lymphoma 11B) (COUP-TF-interacting protein 2) (Radiation-induced tumor suppressor gene 1 protein) (hRit1),Nucleus,"lymphocyte;T cell;alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T follicular helper cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;naive thymus-derived CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;effector CD4-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;central memory CD8-positive, alpha-beta T cell;type I NK T cell;mature T cell;memory T cell;regulatory T cell;naive T cell;immature T cell;thymocyte;double negative thymocyte;DN3 thymocyte;DN4 thymocyte;DN1 thymic pro-T cell;early T lineage precursor",,0.083,0.146,0.146,949,1708,0.819
BCL2,,,no,True,ENSG00000171791,Apoptosis regulator Bcl-2,Mitochondrion outer membrane,parietal epithelial cell;kidney loop of Henle thin descending limb epithelial cell;melanocyte;Schwann cell;fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,,1.295,1.556,1.556,14831,18181,0.265
BCL6,,,no,True,ENSG00000113916,B-cell lymphoma 6 protein (BCL-6) (B-cell lymphoma 5 protein) (BCL-5) (Protein LAZ-3) (Zinc finger and BTB domain-containing protein 27) (Zinc finger protein 51),Nucleus,skeletal muscle fiber;fast muscle cell;cell of skeletal muscle;white fat cell;subcutaneous fat cell;sebaceous gland cell,,4.238,3.414,4.238,48535,39897,-0.312
BIK,,,no,True,ENSG00000100290,Bcl-2-interacting killer (Apoptosis inducer NBK) (BIP1) (BP4),Endomembrane system,pulmonary ionocyte;brush cell;brush cell of trachebronchial tree;brush cell of bronchus;intestinal tuft cell;tuft cell of colon;ionocyte,,1.012,0.954,1.012,11590,11151,-0.085
